Unnamed: 0,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Activity_Score,Value_Level,Activity_Level,AOV_Level,Age_Group,Login_Frequency_Group,Time_Group,Behavior_Pattern,Purchase_Freq_Group,Cluster,Cluster_Name
492,493,45,Male,Urban,53691,Technology,2,4,99,3261,Books,65,24,False,0.552826365938696,中高价值,中活跃,中客单,36-45岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
493,494,49,Female,Suburban,21125,Food,10,3,167,4001,Health & Beauty,516,31,False,0.7148933028971187,中高价值,高活跃,高客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),2,高客单用户
494,495,44,Male,Urban,87065,Technology,29,4,158,4553,Electronics,157,27,True,0.25727050753523445,高价值,低活跃,高客单,36-45岁,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
495,496,37,Male,Suburban,148734,Food,11,7,135,3345,Apparel,306,2,False,0.41883365700203284,中高价值,中活跃,高客单,36-45岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
496,497,41,Female,Rural,46170,Food,25,2,197,4651,Home & Kitchen,395,14,False,0.3502106685746085,高价值,低活跃,高客单,36-45岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
497,498,29,Male,Rural,28438,Technology,20,6,106,2923,Health & Beauty,74,4,False,0.1948848988677274,中等价值,低活跃,中客单,26-35岁,14-21天,2小时内,其他模式,高频(6-8次),0,频次型用户
498,499,52,Female,Rural,40095,Technology,16,5,83,4824,Home & Kitchen,187,49,False,0.5803227601558152,高价值,高活跃,中客单,46-55岁,14-21天,2-5小时,其他模式,中频(3-5次),2,高客单用户
499,500,50,Female,Suburban,36154,Food,19,0,124,3370,Books,574,13,False,0.513737635287838,中高价值,中活跃,中客单,46-55岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
500,501,50,Female,Rural,28004,Sports,23,6,179,585,Home & Kitchen,337,36,False,0.48252279876892323,低价值,中活跃,高客单,46-55岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
501,502,60,Female,Urban,29752,Food,24,6,60,299,Health & Beauty,568,35,True,0.5787598378249463,低价值,高活跃,低客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
502,503,54,Female,Rural,75426,Travel,11,0,65,4566,Apparel,240,44,True,0.6429214223251906,高价值,高活跃,低客单,46-55岁,7-14天,2-5小时,其他模式,低频(0-2次),2,高客单用户
503,504,29,Female,Rural,128896,Food,14,8,50,2082,Apparel,533,8,True,0.5292578333503686,中低价值,中活跃,低客单,26-35岁,7-14天,5小时以上,其他模式,高频(6-8次),0,频次型用户
504,505,20,Female,Rural,46819,Sports,2,5,41,1571,Home & Kitchen,141,2,False,0.4561959274527841,中低价值,中活跃,低客单,18-25岁,7天内登录,2-5小时,高频短停留,中频(3-5次),3,高价值活跃用户
505,506,18,Female,Urban,122168,Travel,23,1,24,4443,Electronics,265,6,True,0.26278922921422326,高价值,低活跃,低客单,18-25岁,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
506,507,50,Male,Suburban,112051,Fashion,28,4,71,4983,Home & Kitchen,139,31,True,0.2860786117451989,高价值,低活跃,低客单,46-55岁,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
507,508,57,Male,Urban,147905,Fashion,5,3,164,2411,Books,459,10,True,0.6244409616935255,中等价值,高活跃,高客单,55岁以上,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
508,509,27,Male,Suburban,44217,Sports,27,6,37,3473,Apparel,70,44,False,0.34444618581990394,中高价值,低活跃,低客单,26-35岁,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
509,510,60,Male,Suburban,145949,Food,5,7,73,2178,Apparel,385,21,True,0.654726130853009,中等价值,高活跃,低客单,55岁以上,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
510,511,61,Female,Rural,108708,Technology,19,0,196,1621,Apparel,198,42,False,0.5029747992686222,中低价值,中活跃,高客单,55岁以上,14-21天,2-5小时,其他模式,低频(0-2次),1,低价值用户
511,512,46,Male,Suburban,52994,Sports,21,4,195,704,Electronics,205,10,True,0.28389560832680316,低价值,低活跃,高客单,46-55岁,14-21天,2-5小时,其他模式,中频(3-5次),1,低价值用户
512,513,30,Female,Urban,35036,Travel,12,2,139,3948,Electronics,568,23,True,0.6652904500698443,中高价值,高活跃,高客单,26-35岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
513,514,29,Male,Urban,97275,Travel,18,0,136,3442,Health & Beauty,431,3,True,0.3942271132159041,中高价值,低活跃,高客单,26-35岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
514,515,48,Male,Suburban,117756,Fashion,4,2,45,1517,Home & Kitchen,325,32,False,0.7053563194893985,中低价值,高活跃,低客单,46-55岁,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
515,516,63,Male,Rural,69416,Travel,22,5,123,4697,Home & Kitchen,442,20,False,0.45048459450558187,高价值,中活跃,中客单,55岁以上,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
516,517,19,Female,Rural,29587,Sports,17,6,22,3975,Books,288,10,False,0.3787982237970314,中高价值,低活跃,低客单,18-25岁,14-21天,2-5小时,其他模式,高频(6-8次),2,高客单用户
517,518,52,Male,Urban,130053,Travel,10,7,24,3033,Apparel,226,29,False,0.5574063348210737,中高价值,中活跃,低客单,46-55岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
518,519,40,Female,Rural,115665,Sports,20,3,98,648,Electronics,64,41,False,0.4164071638672163,低价值,中活跃,中客单,36-45岁,14-21天,2小时内,其他模式,中频(3-5次),1,低价值用户
519,520,34,Female,Suburban,20645,Technology,6,2,197,938,Books,560,46,True,0.8821000988041294,低价值,高活跃,高客单,26-35岁,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
520,521,43,Male,Suburban,50930,Fashion,25,4,31,3915,Books,498,34,True,0.524245624794158,中高价值,中活跃,低客单,36-45岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
521,522,25,Male,Urban,101835,Travel,14,8,83,947,Electronics,60,37,False,0.46991402905068536,低价值,中活跃,中客单,18-25岁,7-14天,2小时内,其他模式,高频(6-8次),0,频次型用户
522,523,46,Male,Suburban,142232,Sports,11,5,34,4809,Home & Kitchen,397,20,False,0.574613698567908,高价值,高活跃,低客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
523,524,43,Female,Urban,50090,Food,11,8,110,4607,Apparel,257,8,True,0.4310274493770797,高价值,中活跃,中客单,36-45岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
524,525,27,Male,Suburban,107489,Fashion,29,5,185,4873,Home & Kitchen,577,7,False,0.34517211225057637,高价值,低活跃,高客单,26-35岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
525,526,43,Female,Urban,72142,Technology,18,1,180,4354,Books,239,6,True,0.3164341930428265,高价值,低活跃,高客单,36-45岁,14-21天,2-5小时,其他模式,低频(0-2次),2,高客单用户
526,527,51,Female,Rural,131979,Sports,27,4,126,4568,Apparel,38,11,False,0.12637865830806447,高价值,低活跃,中客单,46-55岁,21-30天,2小时内,其他模式,中频(3-5次),2,高客单用户
527,528,58,Male,Suburban,46475,Technology,23,8,175,2372,Health & Beauty,25,44,True,0.3752419565488967,中等价值,低活跃,高客单,55岁以上,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
528,529,24,Male,Suburban,38888,Technology,22,7,50,3420,Books,410,18,False,0.42221298536108937,中高价值,中活跃,低客单,18-25岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
529,530,21,Female,Urban,63732,Travel,18,6,182,2658,Home & Kitchen,461,42,False,0.6480276651562127,中等价值,高活跃,高客单,18-25岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
530,531,62,Female,Urban,101623,Travel,24,0,97,4798,Home & Kitchen,571,29,True,0.5435276481210181,高价值,中活跃,中客单,55岁以上,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
531,532,28,Female,Suburban,66305,Sports,23,3,177,4411,Home & Kitchen,417,25,True,0.4552426379566852,高价值,中活跃,高客单,26-35岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
532,533,46,Male,Urban,66037,Food,11,6,119,2096,Electronics,357,21,False,0.5607027585658637,中等价值,中活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
533,534,53,Female,Suburban,29346,Sports,21,6,129,3773,Books,383,46,False,0.5934523525603898,中高价值,高活跃,中客单,46-55岁,14-21天,5小时以上,低频长停留,高频(6-8次),2,高客单用户
534,535,42,Male,Rural,20587,Food,12,5,106,1664,Apparel,158,3,True,0.33749923341623794,中低价值,低活跃,中客单,36-45岁,7-14天,2-5小时,其他模式,中频(3-5次),1,低价值用户
535,536,38,Female,Urban,32763,Technology,5,7,154,4118,Home & Kitchen,569,18,False,0.7285123732297594,高价值,高活跃,高客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
536,537,53,Female,Suburban,79165,Fashion,23,5,66,1940,Home & Kitchen,433,24,True,0.45713354456974775,中低价值,中活跃,低客单,46-55岁,21-30天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
537,538,27,Male,Rural,127481,Sports,9,9,139,3391,Electronics,48,47,True,0.5917951688187795,中高价值,高活跃,高客单,26-35岁,7-14天,2小时内,其他模式,极高频(9-10次),3,高价值活跃用户
538,539,54,Female,Rural,89615,Sports,27,2,105,2987,Apparel,328,38,False,0.4369268508739055,中等价值,中活跃,中客单,46-55岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
539,540,26,Male,Suburban,56116,Food,25,3,130,826,Books,433,10,True,0.3447525921887954,低价值,低活跃,中客单,26-35岁,21-30天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
540,541,41,Male,Urban,140987,Technology,9,2,71,1344,Health & Beauty,431,27,True,0.661165888726108,中低价值,高活跃,低客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
541,542,52,Female,Suburban,105751,Technology,22,0,146,3560,Electronics,56,12,False,0.20818279899605918,中高价值,低活跃,高客单,46-55岁,21-30天,2小时内,其他模式,低频(0-2次),2,高客单用户
542,543,52,Male,Rural,111353,Food,10,9,77,3818,Books,577,7,True,0.5985054455839097,中高价值,高活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
543,544,53,Male,Suburban,110301,Technology,22,4,90,1165,Health & Beauty,268,17,True,0.3449720054966895,中低价值,低活跃,中客单,46-55岁,21-30天,2-5小时,其他模式,中频(3-5次),0,频次型用户
544,545,35,Female,Urban,115648,Travel,19,0,26,4871,Home & Kitchen,69,1,True,0.1873467116395807,高价值,低活跃,低客单,26-35岁,14-21天,2小时内,其他模式,低频(0-2次),2,高客单用户
545,546,56,Male,Rural,45556,Fashion,1,0,126,382,Home & Kitchen,449,26,True,0.7707251314549193,低价值,高活跃,中客单,55岁以上,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
546,547,49,Male,Suburban,79042,Sports,7,1,59,1181,Apparel,257,15,False,0.527217925567556,中低价值,中活跃,低客单,46-55岁,7天内登录,2-5小时,高频短停留,低频(0-2次),1,低价值用户
547,548,41,Male,Urban,38099,Fashion,4,3,121,3985,Health & Beauty,490,33,True,0.7941164980182389,中高价值,高活跃,中客单,36-45岁,7天内登录,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
548,549,40,Female,Rural,129089,Sports,1,5,103,2981,Home & Kitchen,49,37,False,0.6377381804140688,中等价值,高活跃,中客单,36-45岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
549,550,49,Male,Urban,65096,Travel,15,7,177,2684,Home & Kitchen,316,47,True,0.6460188749957412,中等价值,高活跃,高客单,46-55岁,14-21天,5小时以上,低频长停留,高频(6-8次),3,高价值活跃用户
550,551,54,Female,Rural,91986,Technology,8,2,195,3070,Apparel,413,31,False,0.6899739929360726,中高价值,高活跃,高客单,46-55岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
551,552,29,Female,Suburban,33230,Food,12,0,94,1252,Books,434,35,True,0.6716479847364655,中低价值,高活跃,中客单,26-35岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
552,553,30,Male,Urban,49009,Travel,22,2,158,3597,Home & Kitchen,2,1,False,0.11379078509534031,中高价值,低活跃,高客单,26-35岁,21-30天,2小时内,其他模式,低频(0-2次),2,高客单用户
553,554,40,Male,Rural,90969,Fashion,22,2,155,1047,Electronics,145,8,True,0.2282672935618321,低价值,低活跃,高客单,36-45岁,21-30天,2-5小时,其他模式,低频(0-2次),1,低价值用户
554,555,42,Male,Urban,53866,Food,18,4,192,4860,Electronics,366,12,True,0.41677489693707204,高价值,中活跃,高客单,36-45岁,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
555,556,52,Female,Urban,125400,Technology,15,3,166,1817,Books,420,19,True,0.5266771149194235,中低价值,中活跃,高客单,46-55岁,14-21天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
556,557,58,Male,Suburban,104246,Travel,17,3,161,166,Health & Beauty,573,25,True,0.6133728549850658,低价值,高活跃,高客单,55岁以上,14-21天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
557,558,47,Male,Urban,96975,Food,29,8,83,736,Apparel,561,32,False,0.4902199811477178,低价值,中活跃,中客单,46-55岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
558,559,34,Male,Rural,61855,Travel,14,6,118,413,Electronics,444,12,False,0.5091733387845956,低价值,中活跃,中客单,26-35岁,7-14天,5小时以上,其他模式,高频(6-8次),1,低价值用户
559,560,37,Male,Rural,101557,Travel,14,3,154,3497,Electronics,434,13,True,0.5102874405187784,中高价值,中活跃,高客单,36-45岁,7-14天,5小时以上,其他模式,中频(3-5次),2,高客单用户
560,561,42,Male,Rural,26416,Technology,18,2,27,664,Books,555,28,False,0.6093918435487717,低价值,高活跃,低客单,36-45岁,14-21天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
561,562,39,Female,Rural,92516,Sports,20,5,51,1701,Health & Beauty,57,1,True,0.16800336161175655,中低价值,低活跃,低客单,36-45岁,14-21天,2小时内,其他模式,中频(3-5次),0,频次型用户
562,563,30,Female,Suburban,75915,Food,18,2,110,925,Health & Beauty,562,6,True,0.4782038090695377,低价值,中活跃,中客单,26-35岁,14-21天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
563,564,36,Male,Urban,38058,Technology,16,5,54,3770,Books,178,8,False,0.3247948394716818,中高价值,低活跃,低客单,36-45岁,14-21天,2-5小时,其他模式,中频(3-5次),2,高客单用户
564,565,53,Male,Suburban,96637,Travel,1,8,91,1125,Electronics,293,4,False,0.5579010368755182,中低价值,中活跃,中客单,46-55岁,7天内登录,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
565,566,29,Male,Urban,60718,Technology,23,5,26,2351,Apparel,46,5,False,0.14698397556017398,中等价值,低活跃,低客单,26-35岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
566,567,58,Male,Urban,52602,Sports,27,3,82,4857,Electronics,170,25,True,0.27820312766174915,高价值,低活跃,中客单,55岁以上,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
567,568,36,Female,Urban,94658,Food,11,4,23,904,Health & Beauty,271,22,True,0.5237534212349381,低价值,中活跃,低客单,36-45岁,7-14天,2-5小时,其他模式,中频(3-5次),1,低价值用户
568,569,29,Male,Suburban,98112,Sports,15,5,186,2551,Electronics,417,28,False,0.5802766515621273,中等价值,高活跃,高客单,26-35岁,14-21天,5小时以上,低频长停留,中频(3-5次),3,高价值活跃用户
569,570,26,Female,Urban,78067,Fashion,12,2,166,4731,Apparel,139,39,True,0.5483915369152669,高价值,中活跃,高客单,26-35岁,7-14天,2-5小时,其他模式,低频(0-2次),2,高客单用户
570,571,24,Female,Suburban,47516,Food,8,7,141,1491,Home & Kitchen,247,23,False,0.5578558368255483,中低价值,中活跃,高客单,18-25岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
571,572,45,Male,Rural,149295,Sports,22,3,91,1335,Electronics,148,4,False,0.20528000181708742,中低价值,低活跃,中客单,36-45岁,21-30天,2-5小时,其他模式,中频(3-5次),1,低价值用户
572,573,31,Female,Rural,107969,Travel,20,7,157,4132,Books,230,4,False,0.27301511589610805,高价值,低活跃,高客单,26-35岁,14-21天,2-5小时,其他模式,高频(6-8次),0,频次型用户
573,574,48,Female,Urban,21089,Food,6,9,129,3380,Home & Kitchen,374,47,False,0.7950672890191135,中高价值,高活跃,中客单,46-55岁,7天内登录,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
574,575,36,Female,Suburban,57346,Food,3,9,129,4823,Books,80,21,False,0.5286382065347007,高价值,中活跃,中客单,36-45岁,7天内登录,2小时内,高频短停留,极高频(9-10次),3,高价值活跃用户
575,576,64,Female,Rural,94663,Technology,28,2,56,4944,Books,65,37,False,0.2857515360067232,高价值,低活跃,低客单,55岁以上,21-30天,2小时内,其他模式,低频(0-2次),2,高客单用户
576,577,33,Male,Suburban,30487,Travel,24,9,116,3649,Books,88,41,True,0.3750938639228647,中高价值,低活跃,中客单,26-35岁,21-30天,2小时内,其他模式,极高频(9-10次),0,频次型用户
577,578,22,Male,Suburban,20155,Fashion,26,6,117,4300,Electronics,88,2,True,0.10965168705211634,高价值,低活跃,中客单,18-25岁,21-30天,2小时内,其他模式,高频(6-8次),2,高客单用户
578,579,52,Female,Urban,143950,Sports,13,8,18,4241,Health & Beauty,204,7,False,0.37169409333015346,高价值,低活跃,低客单,46-55岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
579,580,29,Male,Rural,87494,Technology,13,3,88,1454,Home & Kitchen,382,49,False,0.7179855314412911,中低价值,高活跃,中客单,26-35岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
580,581,42,Male,Urban,96229,Sports,2,7,164,1936,Apparel,476,16,False,0.7096898458882718,中低价值,高活跃,高客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
581,582,38,Male,Urban,124648,Fashion,5,2,24,2992,Health & Beauty,573,17,True,0.7243932631483311,中等价值,高活跃,低客单,36-45岁,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
582,583,53,Male,Rural,58547,Fashion,17,6,28,2596,Electronics,539,20,False,0.565732229452716,中等价值,中活跃,低客单,46-55岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
583,584,40,Male,Rural,48795,Food,6,2,99,2683,Books,214,23,False,0.5679949575823652,中等价值,中活跃,中客单,36-45岁,7天内登录,2-5小时,高频短停留,低频(0-2次),1,低价值用户
584,585,33,Female,Suburban,75296,Fashion,2,6,189,2658,Apparel,74,34,False,0.6185583682554825,中等价值,高活跃,高客单,26-35岁,7天内登录,2小时内,高频短停留,高频(6-8次),3,高价值活跃用户
585,586,56,Male,Rural,41447,Sports,4,9,35,3718,Home & Kitchen,61,11,True,0.44456452363917187,中高价值,中活跃,低客单,55岁以上,7天内登录,2小时内,高频短停留,极高频(9-10次),3,高价值活跃用户
586,587,62,Male,Suburban,56598,Travel,22,9,163,1659,Health & Beauty,543,34,False,0.5867831873984987,中低价值,高活跃,高客单,55岁以上,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
587,588,59,Male,Suburban,61814,Travel,26,5,163,1607,Health & Beauty,219,33,True,0.36505695433432134,中低价值,低活跃,高客单,55岁以上,21-30天,2-5小时,其他模式,中频(3-5次),0,频次型用户
588,589,56,Male,Suburban,110751,Food,11,1,183,4171,Apparel,12,26,True,0.41852702349721194,高价值,中活跃,高客单,55岁以上,7-14天,2小时内,其他模式,低频(0-2次),2,高客单用户
589,590,31,Female,Rural,145118,Sports,8,2,101,2163,Electronics,415,2,False,0.5134246419769911,中等价值,中活跃,中客单,26-35岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
590,591,48,Female,Urban,95330,Sports,12,5,186,3742,Home & Kitchen,32,23,True,0.3968430377159211,中高价值,低活跃,高客单,46-55岁,7-14天,2小时内,其他模式,中频(3-5次),3,高价值活跃用户
591,592,22,Female,Suburban,141347,Fashion,8,3,91,2100,Apparel,160,41,True,0.6244872974231429,中等价值,高活跃,中客单,18-25岁,7-14天,2-5小时,其他模式,中频(3-5次),1,低价值用户
592,593,52,Female,Urban,118745,Sports,11,5,190,1394,Books,237,22,True,0.5067250406005475,中低价值,中活跃,高客单,46-55岁,7-14天,2-5小时,其他模式,中频(3-5次),1,低价值用户
593,594,40,Male,Urban,107960,Technology,22,0,140,4165,Home & Kitchen,181,34,False,0.4054810171146923,高价值,低活跃,高客单,36-45岁,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
594,595,46,Female,Rural,83278,Fashion,20,9,51,2852,Health & Beauty,558,15,True,0.5046358443210339,中等价值,中活跃,低客单,46-55岁,14-21天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
595,596,60,Male,Urban,75077,Technology,8,0,28,1853,Apparel,341,10,False,0.525342464197699,中低价值,中活跃,低客单,55岁以上,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
596,597,28,Male,Urban,132782,Food,29,2,26,4310,Health & Beauty,458,15,False,0.3345523718669438,高价值,低活跃,低客单,26-35岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
597,598,35,Male,Rural,142046,Travel,8,7,170,1703,Health & Beauty,80,42,False,0.5905429684394625,中低价值,高活跃,高客单,26-35岁,7-14天,2小时内,其他模式,高频(6-8次),3,高价值活跃用户
598,599,64,Male,Suburban,122932,Food,26,7,85,1422,Health & Beauty,473,29,True,0.467779178449343,中低价值,中活跃,中客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
599,600,29,Male,Urban,91906,Travel,17,3,186,2541,Electronics,112,23,False,0.37024314901252653,中等价值,低活跃,高客单,26-35岁,14-21天,2小时内,其他模式,中频(3-5次),2,高客单用户
600,601,26,Female,Rural,29528,Food,20,5,193,1198,Health & Beauty,292,17,True,0.38365870555233783,中低价值,低活跃,高客单,26-35岁,14-21天,2-5小时,其他模式,中频(3-5次),0,频次型用户
601,602,27,Female,Urban,113812,Sports,20,7,72,1605,Books,383,9,True,0.38025507364882516,中低价值,低活跃,低客单,26-35岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
602,603,61,Female,Urban,70100,Technology,23,6,140,1226,Books,17,36,True,0.3222556869158348,中低价值,低活跃,高客单,55岁以上,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
603,604,34,Female,Suburban,129869,Travel,16,6,116,396,Home & Kitchen,493,9,True,0.48868022668165767,低价值,中活跃,中客单,26-35岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
604,605,55,Male,Urban,28179,Fashion,14,3,58,3149,Health & Beauty,331,16,False,0.47706881082984115,中高价值,中活跃,低客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),2,高客单用户
605,606,24,Female,Rural,68781,Technology,11,8,64,2325,Health & Beauty,486,36,False,0.7171471727255175,中等价值,高活跃,低客单,18-25岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
606,607,63,Male,Urban,75267,Fashion,7,9,163,4454,Apparel,406,48,True,0.8038831158506808,高价值,高活跃,高客单,55岁以上,7天内登录,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
607,608,30,Female,Suburban,102379,Technology,16,5,108,3887,Electronics,117,33,False,0.44730514576448277,中高价值,中活跃,中客单,26-35岁,14-21天,2小时内,其他模式,中频(3-5次),2,高客单用户
608,609,57,Male,Suburban,43952,Technology,13,2,61,2196,Home & Kitchen,555,31,False,0.6944258571542139,中等价值,高活跃,低客单,55岁以上,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
609,610,59,Male,Rural,73798,Food,27,4,109,3709,Health & Beauty,115,6,False,0.1343306871997547,中高价值,低活跃,中客单,55岁以上,21-30天,2小时内,其他模式,中频(3-5次),2,高客单用户
610,611,26,Female,Suburban,118696,Travel,15,4,126,2308,Apparel,549,10,True,0.5361827535688732,中等价值,中活跃,中客单,26-35岁,14-21天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
611,612,44,Male,Urban,130434,Travel,24,4,127,275,Electronics,547,16,False,0.4519157779973425,低价值,中活跃,中客单,36-45岁,21-30天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
612,613,19,Male,Suburban,70939,Technology,16,7,16,2602,Home & Kitchen,336,4,True,0.37943693003077694,中等价值,低活跃,低客单,18-25岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
613,614,22,Female,Rural,49516,Sports,27,8,55,4099,Home & Kitchen,336,22,False,0.3429743449967633,高价值,低活跃,低客单,18-25岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
614,615,46,Male,Suburban,76526,Sports,21,8,55,1767,Health & Beauty,147,13,True,0.2732145412422064,中低价值,低活跃,低客单,46-55岁,14-21天,2-5小时,其他模式,高频(6-8次),0,频次型用户
615,616,54,Female,Suburban,30449,Fashion,23,5,109,4471,Home & Kitchen,122,16,True,0.2523943534007927,高价值,低活跃,中客单,46-55岁,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
616,617,55,Female,Suburban,70290,Fashion,24,5,153,2645,Apparel,81,29,True,0.2981186330959763,中等价值,低活跃,高客单,46-55岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
617,618,36,Female,Rural,146688,Food,9,8,161,775,Home & Kitchen,375,6,False,0.504547715580389,低价值,中活跃,高客单,36-45岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
618,619,25,Male,Suburban,106661,Technology,3,3,198,1923,Books,570,26,True,0.8046594664577017,中低价值,高活跃,高客单,18-25岁,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
619,620,62,Male,Suburban,92954,Fashion,19,5,63,1456,Apparel,63,11,False,0.24556619308825367,中低价值,低活跃,低客单,55岁以上,14-21天,2小时内,其他模式,中频(3-5次),0,频次型用户
620,621,18,Male,Urban,42746,Fashion,20,3,71,3172,Electronics,504,24,True,0.5326928100121517,中高价值,中活跃,低客单,18-25岁,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
621,622,39,Female,Rural,87990,Technology,5,0,138,3359,Electronics,449,29,False,0.7357591450603614,中高价值,高活跃,高客单,36-45岁,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
622,623,34,Male,Suburban,78810,Food,10,6,58,646,Health & Beauty,428,3,True,0.49939127570894803,低价值,中活跃,低客单,26-35岁,7-14天,5小时以上,其他模式,高频(6-8次),1,低价值用户
623,624,24,Female,Rural,138362,Fashion,17,9,34,2183,Health & Beauty,427,10,False,0.44841425050821665,中等价值,中活跃,低客单,18-25岁,14-21天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
624,625,42,Female,Suburban,103297,Food,15,5,19,2140,Books,421,1,True,0.41697386801131137,中等价值,中活跃,低客单,36-45岁,14-21天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
625,626,62,Male,Suburban,35223,Travel,23,8,127,4634,Electronics,322,43,True,0.5178674207579526,高价值,中活跃,中客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
